Sentiment	Text
Negative	yeah. its just that the other day my feed was plastered with hate to briana and I did https://t.co/3ooI6kc0IC https://t.co/zmI35y38OM
Negative	For I've always hated slavery since the day that I was born....and we're off to join the IRA and we're off tomorrow morn....
Negative	we found out about briana's pregnancy in august and we dont know when she got pregnant so pls shut up
Negative	@WesleyBrownLab @stellacreasy if you're not an IRA sympathiser you may as well piss off and join the Tories. Irrelevance here we come!
Negative	29 November 1989- The UVF gunned down IRA man Liam Ryan and Michael Devlin at the Battery Bar in Ardboe, Co Tyrone https://t.co/2ZyWaCqo1j
Negative	Hmmm...November 29th is NOT a good day for melody. Monteverdi, Donizetti and George Harrison all died on this day (a few years apart, true).
Negative	God save them as Rahul Gandhi going to announce private sector reservation very soon.  https://t.co/KCMGdBbqPc
Negative	the brouis baby may be rotting in briana's womb by now. somebody should check it before someone finds out the pregnancy thing is fake.. oops
Negative	This Rahul Gandhi aka Raul Vinci needs his bags checked no matter where he goes #interpol  May find some goodies !
Negative	Tony Blair to swot up on lying through his teeth until next Friday - the swivel eyed redneck https://t.co/uWHIg1n4ex
Negative	Black Friday by Kendrick Lamar is the filthiest shit I ever heard
Negative	Stop saying Kendricks name in the same sentence as these other lames... Kendrick Lamar - Black Friday https://t.co/Ujc7U6uNIG
Negative	"People are like, ""Amy Schumer? I don't like her, she's fat.""  And I'm all like Ralphie May is fatter, and I don't... https://t.co/p0euQA7Tww"
Negative	If J.Cole and Kendrick Lamar don't realease something February....I'm going to be really sad.
Negative	@FowlSens this may surprise you Curtis but some people can care about more than one issue at a time. @AmyJoRyan @clementine_ford
Negative	Alright Kendrick Lamar really scared me with this Black Friday bitch @kendricklamar
Negative	President Thabo Mbeki urged Tony Blair not to invade Iraq but the British prime minister went ahead anyway. https://t.co/NInUZDMhke
Negative	Will the PM stand by and watch his colleagues crush the voice of our people?: Rahul Gandhi https://t.co/KdSRX22xGY
Negative	Rahul Gandhi talking about politics and policies is like studying for CAT from a 2nd grade teacher. @RoflGandhi_  #FakeIntolerance
Negative	Which is the harder half of a song...The 1st half of Kendrick Lamar's M.A.A.D city or the 2nd half of Meek Mill's Dreams and Nightmares?
Negative	(taken from https://t.co/On9qkzz0Bs where the PM is clearly trying to avoid a future parallel with Tony Blair in history's view of him)
Negative	@spacegirlgail @darrenrichman all I think about w. Cate Blanchett is her odd accent in How To Train Your Dragon 2. Films may be wasted on me
Negative	#RahulStrikes pls ask Rahul Gandhi if he forgot the 14th n 15th charge as he was referring to a piece of paper and with borrowed aggression
Negative	Funny Corbyn worries innocent people may be killed in Syrian war but doesn't care about the people the IRA killed https://t.co/ktrWZdqysw
Negative	@mePadraigReidy @EllieCumbo Part of me suspects Corbyn may march on his own party HQ with STW &amp; blame it on Tony Blair. You never know.
Negative	@gerrymac6511 Yo dicko!! It was pure sectarian bigotry from the IRA councillor which started this in the 1st place !!
Negative	@Ed_Bradshaw @GamesnClass no the IRA grew out of oppression &amp; internment &amp; Bloody Sunday &amp; Ballymurphy &amp; kids killed by rubber bullets &amp;
Negative	If Tony Blair pipes up tomorrow someone shoot him. Actually maybe he should and that will turn the vote!
Negative	@DPJHodges But the point is that Corbyn's sympathy for IRA is not relevant in deciding whether to vote same way as him tomorrow
Negative	The IRA terrorist may be suspected of Killing 4 British Soldiers but he probably killed a lot more. The IRA... https://t.co/jCYftRZKD2
Negative	@edmendsfahey1 Curtis Good isn't good enough for the Scottish 2nd Division mate - another terrible buy to go with all of the rest.
Negative	@markberry I have a dislike of several labour MP's over their attitude to the IRA &amp; so it may be the reason it first came to me.
Negative	The biggest victory for the IRA was Bloody Sunday. Membership surged. Bombing Syria will only do the same. Membership of ISIS will rocket.
Negative	@alexmullen  not support. They said need to talk to those groups to end conflict, as UK gov did with IRA. Please stop believing Sun.
Negative	@Ed_Husain and you think the sun shines of out Tony Blair's ass....you are no better than a paid shill
Negative	This Amy Schumer segment is now old news about 2 days too late...good producer would have had it on Monday @localmemphis #Local24 #LML
Negative	"Millions aren't terrorist sympathisers. Some who are ""friends"" of Hamas and the IRA may well be. https://t.co/CL3jwzy0hW"
Negative	@jameswjacobs @alallbutt Remember the IRA? They're Christian too. We *may* wish it weren't so.
Negative	@star_boi yes but the death of innocent civilians are a major reason for people to join isis just as Bloody Sunday did for the IRA
Negative	Kendrick Lamar KILLED J.Cole in the Black Friday Aswr.
Negative	Sometimes I wonder how Kendrick Lamar doesn't suffer from 3rd degree burns in his mouth with how he's always spitting fire #BlackFriday
Negative	We want to bomb Syria like there's no tomorrow, but when will we finally jail Tony Blair and George Bush for their war crimes? #Iraq2003
Negative	Sat here and tried to listen to Kendrick Lamar because as much i do slander, i still try to see the appeal. He still wack to me
Negative	@ProjectMQ Deeply inspired by David Bowie - ashes to ashes and pink floyd, set the controls for the heart of the sun = depressing game
Negative	@myles_myed1973 As for the IRA, he talked to them publicly while Thatcher was doing it behind our backs. Without Corbyn, no Good Friday.
Negative	Hilary Benn, the Tory press may love you for your betrayal but you will be playing Tony Blair in Chilcott 2
Negative	David Cameron, Tony Blair's useful idiot.   https://t.co/UDJfoJVIfz   [All began with a hanging chad in 2000AD.]   https://t.co/T4D0g3PTJc
Negative	I now feel bad for buying a Thor novel for $4.95 at Barnes &amp; Noble, but now I know why it was $4.95. #LCD  https://t.co/p2HKOUAgLp
Negative	Man charged with directing IRA refused bail :: Sunday World:  https://t.co/StRWhXqM40 #Ireland #Ulster
Negative	@PunkSunflower @LesleyMillercyp the IRA are not a religion they may be predominantly Catholic but it is not a religion not comparable
Negative	"Tony Blair! more like... Baloney Tear?!?! you may notice from my incredulous tone, and use of insulting wordplay, that ""the gloves are off,"""
Negative	@RealJamesWoods  Malice.  FYI Tony Blair may be loved in USA but he is pretty much despised by many if not most, here in England.
Negative	@RiazMMM @ElizabethBangs That was after the Good Friday Agreement. Their links go back to when the IRA was murdering and maiming.
Negative	So I sat through that for Nintendo's announcement and they didn't make one. Like, even a trailer for Twilight Princess HD would've been fine
Negative	Tomorrow is Star Wars day at my work but my star wars shirt got caught on a fence and ripped :/
Negative	@SunPolitics he may live to rue those words as tony blair is ruing lying to the country
Negative	...1st of all this is Amy Schumer and she's funnier and hotter than you will ever be 2nd of all shut the fuck up https://t.co/3DppK3M9Kk
Negative	"Tony Blair: sympathies for ISIS ""stretch deep into parts of Muslim societies"". Blair just went full Trump. https://t.co/NNVPamARUC"
Negative	Bloody Sunday was the IRA's biggest recruitment driver during The Troubles. Bombing Syria is bound to have the same effect I'd have thought
Negative	Tony Blair saying the application of military force in #Syria will ameliorate the support for #Daesh at home. Nope~&gt;https://t.co/saAdyRIo5E
Negative	If you need convincing that bombing Syria wrong/flawed/unethical then Tony Blair's support for bombing might assist  https://t.co/lJh7hX78Tt
Negative	Fuck you Tony Blair. I hated you before, and I hate you more now. I have no respect for this man! https://t.co/OgZNMpPXG8
Negative	@Warden_AoS if Dana White had his head any further up her box he'd disappear. Joe Rogan, too. Fucking paper champion who had 1st real fight.
Negative	Amy Schumer at the #GQmenoftheyear2015 party in a dress we pretty much hate: https://t.co/j5HmmyM99j #GQMOTY2015 https://t.co/V8xzmPmPYX
Negative	"We have a ""5th column"" in this country too. When it was the IRA they were called ""sleeper cells"" Who are they now? https://t.co/wWzxaJaR7c"
Negative	Bethany Cosentino Wednesday, Amy Schumer tonight. Too bad Tina Fey isn't in town tomorrow!
Negative	"@gabbyyarce your ""point"" is invalid Thursday is named after Thor, therefore you're doing it wrong@VeggieNinja23 @Lil_Cheatham @the_campos12"
Negative	@Atheist_Eh @DavidWAkin in 53 yrs. there have been 3 mass shooting incidents, IRA not included, in the UK. US paranoid, 1st reaction, shoot
Negative	@untimelygamer But then the 2nd half of Dark Souls shits the bed and Dark Souls 2 just doesn't care.
Negative	Movie idea: Blade VS Twilight Besides fire and their gay sparkles in the sun we don't know any weakness. Can't starve them either
Negative	@seanliamdyer @SoaRRep @SkyNewsBreak only love 4 the IRA protected us against you fucking pigs remenber bloody sunday brit army true colours
Negative	Poor Burt he sounded in good spirits with Chris Evans on Friday but seems a broken man on Jonathan Ross!
Negative	@Louis_Tomlinson wyd mate? 1st you knock up that ugg Briana , &amp; now you unfollow Eleanor on IG. Wyd?Wyd?Wyd?
Negative	Your shameless, disgraceful propaganda war against the 2nd Amendment. Hey ISIS, @NYDailyNews is yankee Charlie Hebdo, and they're unarmed.
Negative	If I don't get an A or B on the bio final on Monday ima cry myself to a dark room and watch twilight
Negative	if I have to read another article about how Amy Schumer is a feminist icon I'm going to fucking toss myself into the sun
Negative	@YorksAnt u miss the point the IRA were stopped by the Irish but u make excuses 4 muslim death cults &amp; the IRA were not 3rd generation
Negative	Momentum spurred on by the IRA terrorist supporter McDonnell won't give up. They are violent &amp; don't respect free sp https://t.co/oN1amw8fKv
Negative	"Shit is not just fair, but why TF should I care? ~ Kendrick Lamar on (black Friday).. On the beat of J Cole's ""a tale of two cities"""
Negative	@zain1 Bloody Sunday had nothing 2 do with the IRA don't think Bono are going to be welcome in the North of Ireland anymore
Negative	@ukgirlinsf @U2 @FareedZakaria think U2 should stay well out of Ireland 4 a long time = talking about Bloody Sunday as been about the IRA
Negative	Internet is down.... Gonna have to hold off the stream tonight -_- We'll continue Dark Souls tomorrow. Have a great night everyone!
Negative	Thanks for the chill stream guys. CSGO Face It is working well but teams are shit. Hopefully controller comes in tomorrow for Dark Souls. &lt;3
Negative	Not for fun! Rahul Gandhi &amp; Sonia Gandhi are ACCUSED in #NationalHerald criminal case And you forgot to prefix that  https://t.co/pcxt9OOZKt
Negative	This may be an unpopular opinion, but I think that ever since the Grammy's snubbed Kendrick the first time,they just throwing awards at him
Negative	Kendrick always new content u don't know what to expect... Cole talk the same Shiit from 1st project on every one https://t.co/AgbUNmCxP6
Negative	@AJEnglish A threat or just willing to open her mouth.. reality falls out. Hardly Tony Blair Or, may it be added Jeremy Corbyn Marine Le Pen
Negative	Someone said that they might snub Kendrick on all 11 nominations or he may get just 1. If that happens then it's clearly rigged.
Negative	Connor McGregor will lose Saturday and that combined with the Ronda Rousey loss may send Dana White into a deep depression #aldovsmcgregor
Negative	1st they're sour over Ayesha Curry's clothing preference. Now Kendrick is nominated for 11 Grammys. Ratchet Twitter is fleeing for the hills
Negative	oh c'mon.. how on earth is Adam Lambert not nominated for multiple awards !!??  he's far better than Kendrick Lamar !!  #GRAMMYnoms #GRAMMYs
Negative	While we're on the topic.... J. Cole &gt; Kendrick   As far as Black Friday is concerned... Go debate ya fat aunt who only wears elastic pants
Negative	briana was waiting the baby since dec 24 and its impossible being pregnant for almost a year #MTVStars one direction https://t.co/BNmEtIUPwd
Negative	J. Coles verse in Black Friday was kinda disappointing but Kendrick killed it
Negative	If he gets the crap beat out of him Saturday, Dana White may die.  https://t.co/qUL45Gd5Lx
Negative	And the UFC is fucked up, Why you may ask? Because they are all getting hoed and controled by Dana White
Negative	I'm thinking it's either some solo shit or that Kendrick collab  https://t.co/P7y253rFzw
Negative	#FunFacts about Arlene Foster 1st DUP leader to have been involved in an IRA bomb.  1st DUP leader to hail from West of the Bann.
Negative	@gregjames Hi Greg. My daughter missed a call on Friday (Star Caller) from The Vamps. She is devastated. Any chance of them doing it again?x
Negative	Kendrick made sure iggy wasn't going to steal his bars when he snapped on Black Friday.
Negative	Hard movie to watch about an IRA member who starved himself to death in protest while in prison. He may have been... https://t.co/QFkE94LW47
Negative	@LeBatardShow Please refrain from interupting Dan's rants on Dana White with a stupid ass Sunday Countdown commercial...     k? thanks!
Negative	Statement made by Rahul Gandhi proved his ill intent and criminality. His statement proved thy want themself 1st than this Great Nation.
Negative	"Someone commented on Black Friday by Kendrick and Cole and wrote, ""Once I saw these niggas looking homeless I knew fire was on the way."" Lol"
Negative	@Longleat trying to book for Thursday, says twilight tickets available but can't click on it and nobody ever answers the phone!
Negative	The guy who predicted the end of the world moved the date to Oct/Nov. That's not the end of the world, it's just another Twilight film.
Negative	Cole clearly said him and Kendrick aren't doing anything. So whatever he's dropping in February isn't what you think.
Negative	Briana is acting like us not wearing uniforms to school tomorrow is the next world war 2
Negative	"Charles Hamilton ""Black box"" is on Friday only if he was focused he would have been up there with cole and Kendrick"
Negative	did something happen at curtis again? cause apparently no one's going to school again tomorrow....????
Negative	May I know what is your IQ score?I just had a bet on who has a better IQ, you or Rahul Gandhi?  https://t.co/3FIybdRBBG
Negative	Tony Blair wants to write his own history, but he's the only one who believes the story as he tells it. https://t.co/QJkf9hgOkN
Negative	Let one more parliament day go waste but @BJP4India should corner Rahul Gandhi on thursday #RahulInsultsDalit
Negative	Tony Blair bemoans 'tragedy'.... *spoiler alert* it's not the tragedy of millions of Middle East deaths  https://t.co/Z97pQdmBrh
Negative	"Government on Wednesday attacked Rahul Gandhi for alleging ""100 per cent political vendetta coming out of PMO"" in the National Herald..."
Negative	my life is in fucking shambles and jacob thinks he's real the victim because I wont co-narrate his godawful 5th stab at Dark Souls 2
Negative	Wait hw can Louis break-up w/ Briana if she's never been his gf in the 1st place. He knocked her up, yes but gf? Uhm #MTVStars One Direction
Negative	Dana White coming off as an asshole telling Holm's camp about immediate rematch in July &amp; she can't fight Tate. Selfish. What else is new.
Negative	@CatLadyCurtis @ZeWby44 small words ms Curtis, he's still a 4th grader mentally
Negative	@twats0n what are you some stupid Twilight vampire? REAL ones don't go outside to tan. They sleep in complete darkness until the sun is down
Negative	I fucks with Kendrick, but March Madness deserve to be our national anthem it's that cold
Negative	"false, no such thing as ""a song better than march madness"", Kendrick would tell you that too https://t.co/QXhckVFpk9"
Negative	Both dope songs but Kendrick has a message Future just goin dumb on auto tune  https://t.co/pqIhnFhFNR
Negative	Damn dawg you weak ass niggas are really berating Kendrick. https://t.co/svYNcP7SqN
Negative	lil cousin Kendrick funeral is tomorrow it will be hard seein alot of people heartbroken and crying #flyhighkendrick https://t.co/HqvTD0iCHL
Negative	"Kendrick's ""u"" and The Social Experiment's ""Sunday Candy"" are two songs that make my allergies act up when I hear them."
Negative	Kendrick said a whole bunch of nothing on that Black Friday something but you people say e be verse of the moment.
Negative	@CariChampion heard she can't even eat an apple, her teeth are still loose &amp; fight in July? Dana White didn't milk her enough?!
Negative	sigh i'm going back to milan tomorrow
Negative	@JeremyCorbyn4PM is that the same Tony Blair who invaded Iraq on the basis of a lie? The man you wouldn't buy a 2nd hand car from?
Negative	"Who killed Gaddafi dissident Ali Abuzeid? Why was the killer never brought to justice?""Tony Blair sold my dad out"" https://t.co/EdH5hDEqdb"
Negative	Both semi's of the 2004/05 UCL were sick!! The Milan - Psv 2nd leg was just nasty
Negative	"@ABQJournal Holly wants to fight before July; Dana White says ""no""...so can White prevent Holly from earning until he says ""okay""?"
Negative	C'mon Christine,  even you know Tony Blair is a has been. @camanpour https://t.co/jO8vbmDcE4
Negative	It may be controversial, but from the wholesale approval of Corbyn, I am reminded of Tony Blair. He could do no wrong as well.
Negative	i probably failed my exam today but at least i was the 5th like on Kim Kardashian's insta pic
Negative	@BXHXLD @artschooldrop I'll never forget you getting in an argument over Kendrick's black on black crime stuff in the club on a friday night
Negative	Sat in the dark listening to twilight sad. Really, really upsetting
Negative	@DrtyHippiePanda If I see someone else telling you that I might just fucking burn them alive. May work to do a nice Dark Souls bonfire.
Negative	just reading chris evans fanfiction and crying, usual thursday night stuff
Negative	Only stuff I don't watch is Twilight, 'cause it's rubbish. Love Star Wars &amp; Potter, but Han Shot 1st &amp; Nevill is the real hero. #SBSPopAsia
Negative	@Swamy39. Will Rahul Gandhi be under oath on 19th ? What is his real name should be the first question. #NationalHeraldCase
Negative	If you hate Tony Blair and consider him a war criminal, it's well worth reading about this https://t.co/fnPNS3pBM2 https://t.co/RN70fJBFwD
Negative	Did the sun even be bother to get up today? Desperate for a holiday tho, even if it is in a frozen twilight ._.
Negative	Sunday World Man charged with IRA membership granted bail https://t.co/GdEl7y7CJf https://t.co/mZaH270wbA
Negative	"Kendrick the GOAT twitter ""All females hoes"" twitter  https://t.co/YXd3f1psRg"
Negative	Is history just something which Tony Blair invents as he sees fit? Amazing. https://t.co/3i63KIcR2D
Negative	Disgraceful, no way we should deny the world of an Adriano-Luiz Adriano left hand side to propel Milan to glory https://t.co/X6HbNpnPzl
Negative	I am not interested in Hayden solving who shot her. But I just sat and watch Curtis like everything he said was the written word. Lawd! #GH
Negative	TFI Friday and Chris Evans need to fuck off back to the 90s
Negative	Four were killed,19 injured when a IRA bomb demolished the Balmoral Furniture Building on Shankill Rd on 11 Dec 1971 https://t.co/mE4MXRq3U7
Negative	11 December 1971- An IRA bomb attack on the Shankill Road destroyed the Balmoral Furniture Building and killed four https://t.co/TjSrEVCWVX
Negative	10 Dec 1971-Third UDR soldier in four days, along with one who recently resigned, was shot dead by the IRA in Clady https://t.co/8KTMA38RqF
Negative	If McGregor loses tomorrow night, Dana White will be the most butthurt dude on planet Earth
Negative	rap mon and suga sampling swimming pools by kendrick is by far the weirdest shit i have seen
Negative	20 Aug 1994: Harry lives the nightmare of Voldemort killing Frank Bryce. 20 Aug 2011: We all live the nightmare of Kim Kardashian's wedding.
Negative	10th anniv of Twilight books Meyer released version w/main characters gender swapped. But true to original stories, the writing still sucks.
Negative	Lol dana white ain't happy /w the ways things are going, tomorrow he'll be furious. #mma #ufc194 https://t.co/Bg2MPnzU7e
Negative	"Helwani to Dana White ""good luck tomorrow"" you fucking sheep"
Negative	Curtis: We won't be going to the Etihad to make up the numbers https://t.co/zGKZXKZjVk
Negative	Kendrick Lamar better be giving some shit away tomorrow at the Compton Christmas parade at least a Tams gift card
Negative	Saturday doesn't feel special compared to other week days, when Milan is not playing and the Brazilian league is finished.
Negative	I think Dark Souls is made of crack. I have to kill the no story series, and start a new series for Monday.
Negative	@SoccerManager #Wrong He played only 2 seasons at Chelsea, was injured most of the time &amp; in 3rd season he was on loan at Milan. #BadLuck
Negative	Milan dropping points against sides in the relegation zone if we had those points we would be top 5 *cries in 8th place*
Negative	"May the hammer of thor fall on the head of any @ManUtd player that tweets some shit like "".....we failed the fans,but we have to move on"""
Negative	@MusicsRebellion Lotta problems with this list... only one I'll mention here is that GKMC is Kendrick's 2nd album
Negative	"I hope Dana White reveals he was kidding, just to see Trump tweet tomorrow that he ""never liked him"" https://t.co/A5vsXpVgc7"
Negative	Dana White will lose a 3rd #UFC meal ticket within a month tonight. Rousey, VanZant, McGregor #BetOnAldo UFZzz
Negative	#Rumors Kim Kardashian may be the West family matriarch but when it comes to ugly Christmas swe... https://t.co/XyOIVJkzNt @Bestof_Stupid
Negative	Watching TFI Friday/The Chris Evans Show:D Nothing like it used to be. Talk about painful to watch. Some things are best left in the past.
Negative	@dani_pitter I mean I get the hype around JLaw. I may not like her but I get her hype. I just don't understand Amy Schumer and her hype
Negative	Carol, a period romance set in 1950s New York and starring Cate Blanchett, topped nominations for the Golden Globes on Thursday, as
Negative	Did Briana tell you she was due in April? Why do larries believe every article written about the baby
Negative	2nd Place again.  How could it happen?  #MTVSTARS Lady Gaga
Negative	If Dana White was smart, he would've waited on this fight. Stretched it out May v Pac style. McGregor is a promotional magnet. #UFC
Negative	"@theism_sucks @Athletes4Him Thor: What a pussy. Other God's have universes, Thor gets a measly day of the week ""Thursday"" #meh"
Negative	I fucking hate Dana White, let's not give Aldo a 2nd chance in a 13 sec fight but let's give Rhonda a rematch when she gets destroyed.
Negative	"@GodWithHammer ""He killed more people on Midgard then me, why isn't he in a cell too"" He sat on his bed, looking up at Thor with rised ~"
Negative	@TheInterFan @Moha_Milan98 hes just jealous hahaha coz milan sucks..after 90mil investment still fighting for 8th placers hahaha
Negative	#MTVSTARS Lady Gaga  I may not walk on your street or shoot a gun on your soil I hear you screaming, is it because of pleasure or toil?
Negative	How did people come up with that Briana has been pregnant for 12 months..? Didn't she get preggies like in May or something? Learn to count.
Negative	"@maricruzannette first time I heard of ""twilight"" I assumed it was a horror/thriller flick, but I sat thru it. Imagine my disappointment.."
Negative	Yes, Neutron Star Collision may be crap but it was written for Twilight so what would you expect?
Negative	Milan: 0-0 19th Carpi &amp; 1-1 20th Verona. If you can't beat bottom teams and also top teams who do you beat?
Negative	Kendrick Lamar - alright doesn't even compete with future - March madness , so let's not even go there
Negative	Fans jeer Milan after they draw against bottom club Verona: Milan's inconsistent season worsened Sunday as it ... https://t.co/rpID3KHSKy
Negative	Justin on the 17th place? Where are the believers at? #MTVSTARS Lady Gaga https://t.co/i3uJF9CvzO
Negative	Thur's day? Doesn't sound like the God it was named for. Let's try, Thor's day.
Negative	briana's cousin is literally that 6th grade girl who just found out her that her laptop has a webcam https://t.co/5qJEmK1xXZ
Negative	@MKamar93 the club is an absolute joke. The once great Milan is now a provincial side. 8th if we are lucky.
Negative	Let's be honest how many of ya sat down and listened to Kendrick's To Pimp a Butterfly? Cause I skimmed through it once and turned it off
Negative	@ngoodpaster Olivia and I were so confused Curtis was going to be THE move tomorrow
Negative	@M16Menendez fasho if you can ask Curtis if he got social media tomorrow or whenever that's be chill I fucked with him heavy
Negative	Actor Amy Schumer gets famous and the 1st thing she does? Make Leftwing comments re gun control. I won't act if you stay out of policy.
Negative	"Angie- ""let's do something on Thursday"" It's like this bitch forgot that that's Star Wars day....."
Negative	Is the Chris Evans show really bad this morning or is it Monday morning blues?
Negative	@CommonLinnets you are 3 away from my house friday and at that moment I'm in the air on my way back home!!! I don't want to go to milan now
Negative	Anarchists dried off in the sun inside Lady Gaga's crotch. I am cringeing.
Negative	When will Rahul Gandhi stop referring to himself in 3rd person? It was creepy when he was doing so while addressing the #ShakurBasti people
Negative	Honestly only bad thing I can say about the Kendrick album were the roll out of singles and what ones were picked 1st
Negative	Migraine from the loud blackness going on Thor early Monday morning wish people would stfu being loud for no reason
Negative	@yulisasome In 5th grade I fell down some stairs, fractured my left leg, got a concussion. The next day I bought the full Twilight series
Negative	Tony Blair is the one who ruined @UKLabour , he may have got them in power but he's certainly hurt them !
Negative	@TimesNow don't make us fool Rahul Gandhi ,, may be it's great joke from Rahul
Negative	#StarWars #TheForceAwakens is opening at 500 less cinemas in the US than the 3rd Twilight movie - What??
Negative	Town in the USA, rejects solar panels for sucking 'up all the energy from the sun'.  Looks like Rahul Gandhi must have visited this town.
Negative	"I had a bad feeling the 1st time I heard ""will be greeted as liberators."" Also, you forgot Saudi Arabia. https://t.co/XXnG6Yh6Zs"
Negative	Curtis can take her essay and shove it where the sun doesn't shine #finalsweek
Negative	Kendrick Lamar - Black Friday Kendrick, why are you a monster? Why do you murder tracks? https://t.co/qB78AUGp9K
Negative	How is J Cole gonna colab with Kendrick and then get made to look like a fool on Black Friday
Negative	"LMAO i read ""cultural evolution is Lamarckian"" and was like o shit what's that dude's name again? and the 1st thing i thought was Kendrick"
Negative	@BoyNarrMUFC @DaEntrepreneuer lol just pathetic. And see us in Milan by May
Negative	watching labyrinth for the 1st time ever...David Bowie is the worst
Negative	"Saudi Defense Minister: ""We will work to hit any terrorist organization in Afghanistan""  WTF. Saudi Arabia was the 1st to recognize Taliban."
Negative	@ACMilanSydney It may not even take place at all if Milan dont start getting the desired results. Investors dont find us attractive anymore.
Negative	No Streamerino tonight, I am too tired to get continuously rekt in Dark Souls. Watch me die tomorrow instead!
Negative	WARNING: This may not safe for work. But Mojo &amp; AC just found out about some new Amy Schumer leaked nudes! https://t.co/NqaArdKrl2
Negative	Why can't Kendrick rap on every song like he did Black Friday. Old Kendrick is better.
Negative	@mtnpoet Given Saudi Arabia has the 3rd largest military in the world. This better be a whole lot more than more the endless blah, blah.
Negative	I didn't exactly want to spend my Tuesday morning memorizing the geographical features in Saudi Arabia.. But okay
Negative	In a bad mood. So lemme hit you with a #spoiler twofer Tuesday: 1) Han dies 2) Thor is Peter Quill's father Have fun at the movies!
Negative	Something is wrong with those people born at the end of march including myself and Lady Gaga
Negative	Saudi Arabia lines up 34 Muslim nations in anti-terror coalition http://on.mktw May be ARABIA going to create MORE ISLAMIC STATE ???
Negative	Saudi Arabia leading the coalition to fight terrorism is like Israelis giving their shawarma Tuesday's to the Palestinians
Negative	I am still struggling in third place in the 14th and Beyonce, Lady Gaga, Fifth Harmony ?! we had to have them, that now everyone loves them?
Negative	Dark Souls series being the exception.  After my 8th NG+ in Demon's Souls I realized it just wasn't worth the stress.
Negative	@TomiLahren I thought it was russia, today its russia, tomorrow Iran? which is it?? Saudi arabia is more of a threat though.
Negative	@WorldStarFunny if you get roasted by Kim kardashian about spelling you may as well deactivate all social media accounts
Negative	@briana_alberto @Dreinaaa21 then this shit better fucking end tonight Briana and I don't want to hear anything from you tomorrow or ever
Negative	Doctors on strike all day in Italy. Public transport on strike in Milan from 8:45am to 12:45pm this Wednesday too.
Negative	The anti-semitism, the misogyny, and the support for IRA and Islamist terrorism. #Jez100 #NastyParty https://t.co/ajk9NqJHil
Negative	I may have the ass of Kim Kardashian, but I've the face of another celeb! Now I need to work out whose cock I have! https://t.co/SDAseWtB21
Negative	Sonia and Rahul Gandhi may not apply for bail in #NationalHerald case.. They want to disturb the harmony of the country..
Negative	"My first time hearing ""Black Friday"" was yesterday.. Kendrick and Cole both murdered it"
Negative	"@totallywould @Nickety Seen the line under the video? ""Saudi Arabia 'may jail woman who posted video of husband cheating with housemaid'"""
Negative	STUPID WORK CHRISTMAS PARTY BEING ON STAR WARS DAY! Going to have to see it Friday morning.
Negative	@GeorgeRinaldi Absolutely, though must say I'm not confident of Milan's chances tomorrow night given the way they've played of late...
Negative	Flatmate night in watching Twilight for the 1st time, not sure if Im more shocked that its so misogynistic or that its just such a bad movie
Negative	My sushi coworkers are apparently all going to LA on the 24th and I'm somehow stuck covering for all of them. What about my Star Wars day?
Negative	"Lady Gaga Just Interrupted Matt Bomer's ""Hotline Bling"" Dance Break on AHS: Hotel and We May Never Forgive Her: Don't you just hate i..."
Negative	"when Briana was pissed at you and you just kept looking at me like ""wtf help me out""  https://t.co/emoDAd3HlS"
Negative	I just think that sports are stupid &amp;anyone who likes them is a lesser person &amp; has a small intellect- Amy Schumer https://t.co/fdjWKKG5AR
Negative	@staceykWV Fiona is 3rd generation IRA. Very dangerous and highly trained. Even Jimmy knew he was outmatched. Gemma was smart to be scared
Negative	"@BBCNews BBC must be disappointed about ""Bloody Sunday""!! It was years ago, when are you going to get IRA in Court? Leave our troops alone!"
Negative	Saudi Arabia is just Isis with full statehood. And yet they're our allies. https://t.co/YfDtVgVHxo
Negative	May I hear the sound of democracy? @potus @state / @Independent Saudi Arabia is about to behead teenage boy for attending a protest aged 15
Negative	Feb 1 2004- 251 people are trampled to death and 244 injured in a stampede at the Hajj pilgrimage in Saudi Arabia
Negative	I don't want fucking Kane &amp; Lynch 2, Microsoft. Hurry up with Dark Souls and Vanquish, will ya? https://t.co/8T76mKcaU3
Negative	@FoxNews This administratio is living in the twilight zone There may B terrorists mixed in with the Refugees Y R U putting our lives at risk
Negative	@RebeccaSchinsky the surprise genderbent release to celebrate Twilight's 10th anniversary. The one that reinforced gender stereotypes...
Negative	Still can't ever figure out how Kim Kardashian's face works how's your Sunday going
Negative	#CoppaItalia: OFFENSE!! Milan yellow card in the 4th minute for A. Bertolacci. #samac  https://t.co/ucl12dbzGL
Negative	Saudi Arabia orders execution of teenager for attending a PROTEST https://t.co/dsapMLx1VY&lt;and Yale fools want to repeal 1st amendment..
Negative	Anal tasering may be the future of corporal punishment... Or just something Kim Kardashian likes in the bedroom...
Negative	Before you go to bed, can you tell Saudi Arabia to stop beheading kids please? Someone might listen to you https://t.co/oyTkMfyhes
Negative	In the last 24 hours The Islamic State released six videos threatening Saudi Arabia   https://t.co/b8aTggwTJJ https://t.co/ihSCM1bhYa
Negative	Why no Christians in Saudi Arabia? Could it be the forced conversions and expulsions in the 7th to 10th centuries? https://t.co/GVeXzKz3ag
Negative	David Bowie's Blackstar is the sound of an unknowable artist steadfastly ignoring his own past. https://t.co/sXJvJ7JTSH
